page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
10484,Harold Jordan (New Earth),\/wiki\/Harold_Jordan_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,48,"1978, January",1978
5270,Jonathan Gabrielli II (New Earth),\/wiki\/Jonathan_Gabrielli_II_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,48,"1970, October",1970
89251,Mona Bennett (New Earth),\/wiki\/Mona_Bennett_(New_Earth),,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,48,"1963, July",1963
1963,Hugo Strange (New Earth),\/wiki\/Hugo_Strange_(New_Earth),Public Identity,Bad Characters,Grey Eyes,,Male Characters,,Living Characters,48,"1940, February",1940
4826,Joseph Jones (New Earth),\/wiki\/Joseph_Jones_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,47,"1991, January",1991
97475,Matthew Ryder (New Earth),\/wiki\/Matthew_Ryder_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,47,"1991, September",1991
13715,Keith Kenyon (New Earth),\/wiki\/Keith_Kenyon_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,47,"1965, July",1965
2772,Neptune Perkins (New Earth),\/wiki\/Neptune_Perkins_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,47,"1945, August",1945
14144,Irene Miller (New Earth),\/wiki\/Irene_Miller_(New_Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,47,"1940, September",1940
139914,Amelia Hunkel (New Earth),\/wiki\/Amelia_Hunkel_(New_Earth),Secret Identity,Good Characters,,,Female Characters,,Living Characters,47,"1939, June",1939
5114,Helen Claiborne (New Earth),\/wiki\/Helen_Claiborne_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,46,"1995, June",1995
43008,Crystal Brown (New Earth),\/wiki\/Crystal_Brown_(New_Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,46,"1992, August",1992
2625,Mary Elizabeth Kane (New Earth),\/wiki\/Mary_Elizabeth_Kane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,46,1989,1989
174421,Mark Scheffer (New Earth),\/wiki\/Mark_Scheffer_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,46,"1988, April",1988
61503,Joseph Chilton (New Earth),\/wiki\/Joseph_Chilton_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,Blond Hair,Male Characters,,Deceased Characters,46,"1987, February",1987
2713,Siobhan McDougal (New Earth),\/wiki\/Siobhan_McDougal_(New_Earth),Secret Identity,Bad Characters,White Eyes,White Hair,Female Characters,,Living Characters,46,"1987, December",1987
44273,Miya Shimada (New Earth),\/wiki\/Miya_Shimada_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,46,"1984, May",1984
9324,Alec Holland (New Earth),\/wiki\/Alec_Holland_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,46,"1972, November",1972
6176,Stompa (New Earth),\/wiki\/Stompa_(New_Earth),Public Identity,Bad Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,46,"1972, February",1972
14759,Bito Wladon (New Earth),\/wiki\/Bito_Wladon_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,46,"1962, July",1962
7567,Duncan Pramble (New Earth),\/wiki\/Duncan_Pramble_(New_Earth),Secret Identity,Bad Characters,Hazel Eyes,,Male Characters,,Living Characters,46,"1960, July",1960
7521,Hooty the Owl (New Earth),\/wiki\/Hooty_the_Owl_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,46,"1941, April",1941
14509,Poseidon (New Earth),\/wiki\/Poseidon_(New_Earth),Public Identity,Neutral Characters,White Eyes,White Hair,Male Characters,,Living Characters,46,"1940, September",1940
34418,Ion (New Earth),\/wiki\/Ion_(New_Earth),Secret Identity,Good Characters,Green Eyes,,,,Deceased Characters,45,"2006, April",2006
8339,Ryan Choi (New Earth),\/wiki\/Ryan_Choi_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,45,"2006, August",2006
4721,Hunter Zolomon (New Earth),\/wiki\/Hunter_Zolomon_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,45,"2001, November",2001
13099,Wendy Jones (New Earth),\/wiki\/Wendy_Jones_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,45,"1984, April",1984
42747,Doc (New Earth),\/wiki\/Doc_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,45,"1983, June",1983
2749,Arani Desai (New Earth),\/wiki\/Arani_Desai_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,45,"1977, September",1977
11730,Duela Dent (Earth-3),\/wiki\/Duela_Dent_(Earth-3),Secret Identity,Neutral Characters,Purple Eyes,Red Hair,Female Characters,,Deceased Characters,45,"1976, August",1976
1842,Richard Drakunovski (New Earth),\/wiki\/Richard_Drakunovski_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,45,"1975, May",1975
13333,Calvin Carson (New Earth),\/wiki\/Calvin_Carson_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,45,"1960, August",1960
18451,Gregory Sanders (New Earth),\/wiki\/Gregory_Sanders_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,45,"1941, November",1941
27819,Mist I (New Earth),\/wiki\/Mist_I_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,45,"1941, October",1941
11878,Rodney Gaynor (New Earth),\/wiki\/Rodney_Gaynor_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,45,"1940, January",1940
127455,Larfleeze (New Earth),\/wiki\/Larfleeze_(New_Earth),Public Identity,Neutral Characters,Yellow Eyes,Orange Hair,Male Characters,,Living Characters,44,"2008, June",2008
2778,Elaine Marsh-Morton (New Earth),\/wiki\/Elaine_Marsh-Morton_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,44,"1997, January",1997
143233,Sean Noonan (New Earth),\/wiki\/Sean_Noonan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,44,1993,1993
19057,John Grayson (New Earth),\/wiki\/John_Grayson_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,44,"1989, August",1989
56362,Morgan Edge (New Earth),\/wiki\/Morgan_Edge_(New_Earth),Public Identity,Bad Characters,Blue Eyes,,Male Characters,,Living Characters,44,"1988, January",1988
69859,Lara Lor-Van (New Earth),\/wiki\/Lara_Lor-Van_(New_Earth),Public Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,44,"1986, October",1986
60205,Rhosyn Forrest (New Earth),\/wiki\/Rhosyn_Forrest_(New_Earth),Secret Identity,Good Characters,Green Eyes,,Female Characters,,Living Characters,44,"1986, March",1986
1999,"William Everett, Sr. (New Earth)","\/wiki\/William_Everett,_Sr._(New_Earth)",Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,44,"1983, July",1983
4815,Selinda Flinders (New Earth),\/wiki\/Selinda_Flinders_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,44,"1981, January",1981
2758,Victoria Grant (New Earth),\/wiki\/Victoria_Grant_(New_Earth),,Good Characters,,Blond Hair,Female Characters,,Living Characters,44,"1981, February",1981
1690,Gavyn (New Earth),\/wiki\/Gavyn_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,44,"1980, January",1980
1563,Lisa Snart (New Earth),\/wiki\/Lisa_Snart_(New_Earth),,,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,44,"1977, June",1977
4790,Karshon (New Earth),\/wiki\/Karshon_(New_Earth),,Bad Characters,Black Eyes,,Male Characters,,Living Characters,44,"1963, October",1963
11952,Jon Valor (New Earth),\/wiki\/Jon_Valor_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,44,"1940, April",1940
136770,Zilius Zox (New Earth),\/wiki\/Zilius_Zox_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Deceased Characters,43,"2008, December",2008
12347,Zachary Zatara (New Earth),\/wiki\/Zachary_Zatara_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,43,"2006, May",2006
74171,Alura In-Ze (New Earth),\/wiki\/Alura_In-Ze_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,43,"2004, June",2004
23377,Axel Walker (New Earth),\/wiki\/Axel_Walker_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,43,"2002, April",2002
27904,Iris West II (New Earth),\/wiki\/Iris_West_II_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,43,"1999, March",1999
117847,Borb Borbb (New Earth),\/wiki\/Borb_Borbb_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,43,"1991, August",1991
83558,Edward Indelicato (New Earth),\/wiki\/Edward_Indelicato_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,43,"1988, April",1988
14421,Xiang Po (New Earth),\/wiki\/Xiang_Po_(New_Earth),Secret Identity,Good Characters,Red Eyes,,Female Characters,,Deceased Characters,43,"1988, January",1988
119434,Sandra Knight (New Earth),\/wiki\/Sandra_Knight_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,43,"1987, June",1987
1686,Elizabeth Chapel (New Earth),\/wiki\/Elizabeth_Chapel_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,43,"1985, October",1985
22237,Beverly Lewis (New Earth),\/wiki\/Beverly_Lewis_(New_Earth),,,Green Eyes,Red Hair,Female Characters,,Living Characters,43,"1980, May",1980
34212,Teekl (New Earth),\/wiki\/Teekl_(New_Earth),Public Identity,Neutral Characters,Red Eyes,Orange Hair,Male Characters,,Living Characters,43,"1973, March",1973
89373,Harry Matthews (New Earth),\/wiki\/Harry_Matthews_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,43,"1972, September",1972
7100,Louis Kiyahani (New Earth),\/wiki\/Louis_Kiyahani_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,43,"1963, February",1963
3631,Emmaline Brady (New Earth),\/wiki\/Emmaline_Brady_(New_Earth),Public Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,43,"1962, December",1962
13989,Dru-Zod II (New Earth),\/wiki\/Dru-Zod_II_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,43,"1961, April",1961
11861,Jock Kellogg (New Earth),\/wiki\/Jock_Kellogg_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,43,"1940, July",1940
147289,Paco Testas (New Earth),\/wiki\/Paco_Testas_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,42,"2006, February",2006
7587,Mitchell Shelley (New Earth),\/wiki\/Mitchell_Shelley_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,42,"1997, May",1997
48180,"Roy Raymond, Jr. (New Earth)","\/wiki\/Roy_Raymond,_Jr._(New_Earth)",Secret Identity,Good Characters,Black Eyes,Blond Hair,Male Characters,,Living Characters,42,"1997, February",1997
6410,Audrey Spears (New Earth),\/wiki\/Audrey_Spears_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,42,"1996, October",1996
46871,Nathaniel Kane (New Earth),\/wiki\/Nathaniel_Kane_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,42,"1992, December",1992
19047,Harold Allnut (New Earth),\/wiki\/Harold_Allnut_(New_Earth),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,42,"1989, December",1989
18760,William Henderson (New Earth),\/wiki\/William_Henderson_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42,"1987, January",1987
47507,Helga Jace (New Earth),\/wiki\/Helga_Jace_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Deceased Characters,42,"1983, August",1983
3899,Edward Raymond (New Earth),\/wiki\/Edward_Raymond_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,42,"1978, April",1978
11437,Traya Sutton (New Earth),\/wiki\/Traya_Sutton_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,42,"1978, March",1978
119915,Rac Shade (New Earth),\/wiki\/Rac_Shade_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,42,"1977, July",1977
9552,Glorious Godfrey (New Earth),\/wiki\/Glorious_Godfrey_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Red Hair,Male Characters,,Living Characters,42,"1971, July",1971
23001,Source (New Earth),\/wiki\/Source_(New_Earth),Secret Identity,Neutral Characters,,,,,Living Characters,42,"1971, March",1971
1834,William Walker (New Earth),\/wiki\/William_Walker_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,42,"1971, July",1971
27565,Appa Ali Apsa (New Earth),\/wiki\/Appa_Ali_Apsa_(New_Earth),Secret Identity,,Blue Eyes,White Hair,Male Characters,,Deceased Characters,42,"1970, April",1970
26747,Rama Kushna (New Earth),\/wiki\/Rama_Kushna_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,42,"1967, October",1967
9571,Laura De Mille (New Earth),\/wiki\/Laura_De_Mille_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,42,"1964, March",1964
55875,June Robbins (New Earth),\/wiki\/June_Robbins_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,42,"1957, April",1957
27355,Janu (New Earth),\/wiki\/Janu_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,42,"1954, April",1954
7605,Myra Mason (New Earth),\/wiki\/Myra_Mason_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,42,"1941, April",1941
135316,Iroque (New Earth),\/wiki\/Iroque_(New_Earth),Secret Identity,Neutral Characters,,Purple Hair,Female Characters,,Living Characters,41,"2008, January",2008
23733,Sayd (New Earth),\/wiki\/Sayd_(New_Earth),Public Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,41,"2007, August",2007
21443,Veronica Cale (New Earth),\/wiki\/Veronica_Cale_(New_Earth),Public Identity,,Blue Eyes,Blond Hair,Female Characters,,Living Characters,41,"2003, November",2003
5645,Catalina Flores (New Earth),\/wiki\/Catalina_Flores_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,41,"2002, September",2002
1856,Manitou Raven (New Earth),\/wiki\/Manitou_Raven_(New_Earth),Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,,Deceased Characters,41,"2002, July",2002
17792,Josephine MacDonald (New Earth),\/wiki\/Josephine_MacDonald_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,41,"2001, December",2001
41928,Dana Winters (New Earth),\/wiki\/Dana_Winters_(New_Earth),,,,,Female Characters,,Deceased Characters,41,"1994, December",1994
190194,Ariana Dzerchenko (New Earth),\/wiki\/Ariana_Dzerchenko_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,41,"1992, December",1992
14504,Demeter (New Earth),\/wiki\/Demeter_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,,Female Characters,,Living Characters,41,"1985, October",1985
7751,Lazarus Lane (New Earth),\/wiki\/Lazarus_Lane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,41,"1970, November",1970
5271,Patrick MacGuire II (New Earth),\/wiki\/Patrick_MacGuire_II_(New_Earth),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,41,"1970, October",1970
2746,Abel (New Earth),\/wiki\/Abel_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,41,"1969, July",1969
172451,Strong Bow (New Earth),\/wiki\/Strong_Bow_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,41,"1951, May",1951
14502,Phoebus Apollo (New Earth),\/wiki\/Phoebus_Apollo_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,41,"1941, December",1941
158200,Arthur Pendragon (New Earth),\/wiki\/Arthur_Pendragon_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,41,"1936, February",1936
91760,Brenda Del Vecchio (New Earth),\/wiki\/Brenda_Del_Vecchio_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Living Characters,40,"2006, February",2006
27905,Jai West (New Earth),\/wiki\/Jai_West_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,40,"2005, October",2005
133348,Jessica Midnight (New Earth),\/wiki\/Jessica_Midnight_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,40,"2002, October",2002
1944,Anthony Woodward (New Earth),\/wiki\/Anthony_Woodward_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,40,"2001, August",2001
120324,Stacy (New Earth),\/wiki\/Stacy_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,40,"2000, March",2000
34278,Serling Roquette (New Earth),\/wiki\/Serling_Roquette_(New_Earth),,,,Blond Hair,Female Characters,,Living Characters,40,"1998, October",1998
19054,Thaddeus Ryerstad (New Earth),\/wiki\/Thaddeus_Ryerstad_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,40,"1997, May",1997
41021,Mongul II (New Earth),\/wiki\/Mongul_II_(New_Earth),Public Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,40,"1995, September",1995
14914,Donna Carol Force (New Earth),\/wiki\/Donna_Carol_Force_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,40,1993,1993
294688,Maurice Douglas (New Earth),\/wiki\/Maurice_Douglas_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,40,"1992, October",1992
81716,Eric Strauss (New Earth),\/wiki\/Eric_Strauss_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,40,"1987, July",1987
19050,Alexander Sartorius (New Earth),\/wiki\/Alexander_Sartorius_(New_Earth),Public Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,40,"1977, May",1977
127294,Mariah Romanova (New Earth),\/wiki\/Mariah_Romanova_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,40,"1977, May",1977
15332,Jenet Klyburn (New Earth),\/wiki\/Jenet_Klyburn_(New_Earth),Public Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,40,"1976, October",1976
81489,Christopher Chance (New Earth),\/wiki\/Christopher_Chance_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,40,"1972, December",1972
5272,Thomas Thompkins II (New Earth),\/wiki\/Thomas_Thompkins_II_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,40,"1970, October",1970
2712,Eve Aries (Pre-Zero Hour),\/wiki\/Eve_Aries_(Pre-Zero_Hour),Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,40,"1961, August",1961
7102,Harold Shapiro (New Earth),\/wiki\/Harold_Shapiro_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,40,"1961, December",1961
148635,Skallox (New Earth),\/wiki\/Skallox_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,39,"2008, December",2008
16804,Ursa (New Earth),\/wiki\/Ursa_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39,"2007, January",2007
10703,Amon Tomaz (New Earth),\/wiki\/Amon_Tomaz_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"2006, October",2006
70400,Fang Zhifu (New Earth),\/wiki\/Fang_Zhifu_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,39,"2006, June",2006
98945,Taleb Beni Khalid (New Earth),\/wiki\/Taleb_Beni_Khalid_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"2006, June",2006
1724,Faith (New Earth),\/wiki\/Faith_(New_Earth),Secret Identity,,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39,"2002, October",2002
67213,Dudley Soames (New Earth),\/wiki\/Dudley_Soames_(New_Earth),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,39,"1996, October",1996
5048,Preston Lindsay (New Earth),\/wiki\/Preston_Lindsay_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,39,"1995, April",1995
2000,William Everett III (New Earth),\/wiki\/William_Everett_III_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,39,"1994, March",1994
98220,Frieda Goren (Dakotaverse),\/wiki\/Frieda_Goren_(Dakotaverse),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,39,"1993, June",1993
50861,Richard Craemer (New Earth),\/wiki\/Richard_Craemer_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,39,"1988, February",1988
4857,Artemis Crock (New Earth),\/wiki\/Artemis_Crock_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,39,"1987, January",1987
37256,Menalippe (New Earth),\/wiki\/Menalippe_(New_Earth),Public Identity,Good Characters,,,Female Characters,Homosexual Characters,Deceased Characters,39,"1987, February",1987
23971,Sydney Happersen (New Earth),\/wiki\/Sydney_Happersen_(New_Earth),Public Identity,,,Black Hair,Male Characters,,Deceased Characters,39,"1987, February",1987
1861,Shilo Norman (New Earth),\/wiki\/Shilo_Norman_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39,"1973, September",1973
14350,John Dee (New Earth),\/wiki\/John_Dee_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,"1961, July",1961
80825,Tegra Kalmaku (New Earth),\/wiki\/Tegra_Kalmaku_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,39,"1961, August",1961
30297,Robert Daley (New Earth),\/wiki\/Robert_Daley_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Living Characters,39,"1938, July",1938
10267,Adrianna Tomaz (New Earth),\/wiki\/Adrianna_Tomaz_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,38,"2006, May",2006
1790,Brainiac 8 (New Earth),\/wiki\/Brainiac_8_(New_Earth),Secret Identity,Good Characters,Red Eyes,Pink Hair,Female Characters,,Deceased Characters,38,"2003, July",2003
154011,Amy Rohrbach (New Earth),\/wiki\/Amy_Rohrbach_(New_Earth),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,38,"2000, October",2000
117848,Davroth Catto (New Earth),\/wiki\/Davroth_Catto_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1991, August",1991
117844,Zena Moonstruk (New Earth),\/wiki\/Zena_Moonstruk_(New_Earth),Public Identity,Good Characters,,White Hair,Female Characters,,Living Characters,38,"1991, August",1991
28334,Aleea Strange (New Earth),\/wiki\/Aleea_Strange_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,38,"1990, May",1990
1677,Anatoli Knyazev (New Earth),\/wiki\/Anatoli_Knyazev_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Deceased Characters,38,"1988, March",1988
69421,James Cameron (New Earth),\/wiki\/James_Cameron_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1987, September",1987
4829,Sigrid Nansen (New Earth),\/wiki\/Sigrid_Nansen_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Bisexual Characters,Living Characters,38,"1986, November",1986
2608,Kole Weathers (New Earth),\/wiki\/Kole_Weathers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Deceased Characters,38,"1985, June",1985
142775,Predator (New Earth),\/wiki\/Predator_(New_Earth),,,,,,,Deceased Characters,38,"1984, July",1984
81581,Arthur Hall (New Earth),\/wiki\/Arthur_Hall_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,38,"1982, December",1982
2757,Robert Reed (New Earth),\/wiki\/Robert_Reed_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,38,"1966, January",1966
81133,James Jordan (New Earth),\/wiki\/James_Jordan_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1961, December",1961
22310,Solovar (New Earth),\/wiki\/Solovar_(New_Earth),Secret Identity,,,Black Hair,Male Characters,,Deceased Characters,38,"1959, May",1959
62431,Cyril Sheldrake (New Earth),\/wiki\/Cyril_Sheldrake_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,38,"1950, December",1950
55783,Mister Mind (New Earth),\/wiki\/Mister_Mind_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,38,"1943, March",1943
14497,Keith Everet (New Earth),\/wiki\/Keith_Everet_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,38,"1942, January",1942
71700,Thara Ak-Var (New Earth),\/wiki\/Thara_Ak-Var_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,37,"2008, December",2008
12013,Amy Allen (New Earth),\/wiki\/Amy_Allen_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,37,"2006, November",2006
2769,Isaiah Crockett (New Earth),\/wiki\/Isaiah_Crockett_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,37,"1996, October",1996
60112,Azrael (New Earth),\/wiki\/Azrael_(New_Earth),Public Identity,Neutral Characters,Gold Eyes,Black Hair,Male Characters,,Living Characters,37,"1985, April",1985
